cod_barras,descricao, novo Codigo interno
1802132,RODO P/ PARABRISA,undefined
1802133,PLACA AREA RESTRITA NR-020,undefined
1802134,CHAPA GRANITO BRANCO ITAUNAS 2CM,undefined
1802135,CHAPA GRANITO BRANCO ITAUNAS 2CM PO,undefined
1802136,ESQUELETO FERRO 4,0MT 3/8 ACO GLOBA,undefined
1802137,ESQUELETO FERRO 4,5MT 3/8 ACO GLOBA,undefined
5011987860278,HELIX HX8 AV 5W 40-1L,undefined
1802138,TRELICA SUPER LEVE ACO CEARENSE,undefined
1802139,REJUNTE PLATINA FLEX REJUNTAMIX,undefined
1802140,PONTEIRO 520MM (ENC SEXT 28MM),undefined
1802141,LIXEIRA PLASTICA CINZ PEDAL 12L,undefined
1802142,PASTA ELASTICA DELLOLINE 55MM OF CR,undefined
1802143,ADESIVO GL 2,8KG/ONU 1133 CL3 R33,undefined
1802144,TELESCOPIA TN H45 400MM ZINCADO,undefined
1802145,CALCEIRO JOMER R-9 - 8042,undefined
1802146,SUPORTE CABIDEIRO OBLONGO CR-302,undefined
1802147,TUBO CABIDE OVAL POLIDO,undefined
1802148,TUBO CABIDE OVAL POLIDO 1,undefined
1802149,TEXTURA LISA 18L/27KG,undefined
1802150,TINTA LATEX ECON 18L,undefined
1802151,FORTMAX TEX. ACR. GRAFITE ESCURO,undefined
1802152,ROLO TEXTURA NYLON 23CM 969 CONDOR,undefined
1802153,TOMADA BIPOLAR SIMPLES 10A 1513,undefined
1802154,TAMPA CEGA 4X2 4512 ROMAZI,undefined
1802155,ELETRODUTO FLEX CORRUG 20MMX7MM,undefined
1802156,CABO 2,5 BOBINA VERDE CONDUSPAR,undefined
1802157,DUCHA HIG MARUJA BRANCA,undefined
1802158,SIFAO SANFONADO UNIVERSAL COMPACTO,undefined
1802159,INTERRUPTOR SIMPLES 2512 10 MARES,undefined
1802160,CABO PP 2X2,5 METALCAP,undefined
1802161,BROXA RETANGULAR 935 CONDOR,undefined
1802162,PAP COZINHA PORTA TUDO,undefined
1802163,SAB STD PAREDE,undefined
1802164,FITA ANTIDERR 50MMX5M PRETA VONDER,undefined
1802165,LUM LED MULT 2X18 BL 29 6500K,undefined
1802166,REG P/BRILHO LATA FORTEX,undefined
1802167,CHUV 4 PLAST CROMADO,undefined
1802168,EXT 6.0 M SOL NATURAL,undefined
1802169,EXT 6.0 M SOL 6060 NATURAL,undefined
1802170,SP014-TRILHO INF P/2 PORTAS FOSCO A,undefined
1802171,PERFIL SP-013 FOSCO,undefined
1802172,KIT ROMETAL RO-68,undefined
1802173,CORREDICA TELESC.ECO 30KG ZIN 300MM,undefined
1802174,ROLDANA 4R BANDA-ZINCADO,undefined
1802175,PINO F.12,undefined
1802176,PORCEL ESM PASSEIO BEGE 50X50,undefined
1802177,MACARRAO ALTEZA ESPG 500 G,undefined
1802178,F. DE MILHO VITAMILHO 500G,undefined
1802179,TRANCA EMBUTIR,undefined
1802180,DOBRADICA 3/4,undefined
1802181,PERFIL U PESADO 1,50MM,undefined
1802182,PERFIL U PESADO 1,50MM LF 6000MM,undefined
1802183,ROLDANA 2,undefined
1802184,CHAPA PRETA 18 2X1.00,undefined
1802185,SOLDA OK SERRALHEIRO 3.25MM,undefined
1802186,FERROLHO BENGALA ,undefined
1802187,REFIL MOPINHO LOOP ALG BCO ROSCA,undefined
1802188,CABO REVESTIDO DI FRANCIS,undefined
1802189,LIMPA CERAMICA 1L AZULIM START,undefined
1802190,PORTA 2,10 X 70 BR FO C/BD 131,undefined
1802191,PORTA LISA SEMI-OCA 2,10 X 0,06,undefined
1802192,JG DE VELAS NGK,undefined
1802193,FILTRO DE COMBUSTIVEL,undefined
1802194,JUNTA INJECAO,undefined
1802195,CAR 80,undefined
1802196,LIXEIRA TPA CLICK 11 PTA PURIMAX,undefined
1802197,BOMBA ARLA DEF-PMA150A SIB.1.5M 60 ,undefined
1802198,BOMBA ARLA DEF-PMA150A SUB 1.5M 60,undefined
1802199,CONCENTRADORA SINAL BICOS DISPENSAD,undefined
1802200,CX CONTROLADORA MONO 240V,undefined
1802201,KIT CONEXAO BOMBA ARLA 2X1.1/2,undefined
1802202,KIT VAL BYPASS BOMBA ARLA,undefined
1802203,KIT VALV CHECK BOMBA ARLA,undefined
1802204,FIX AUTOP 12-14X3/4 ECOSEAL HARD,undefined
1802205,PERFIL ALUM BRANCO,undefined
1802206,MODULO CEGO PIALPLUS,undefined
1802207,PARAFUSO CAB. CHATA 3,8X30MM,undefined
1802208,TOMADA 2P+T 20A,undefined
1802209,CX SOBREPOR C/PLACA P/2 MOD SIST X,undefined
1802210,ESPELHO CEGO 4X4 REDONDA,undefined
1802211,ESPELHO CEGA 4X2 QUAD,undefined
1802212,TUBO PL GALV 1 33.40MM PAR 1.95MM,undefined
1802213,TORN 1167 LAV BM MESA MAIS DN15-20,undefined
1802214,VALV INOX AMERICA 3.1/2 PIANOX,undefined
1802215,ENGATE 50CM FLEX 1/2 PLENA,undefined
1802216,SIFAO AJUST MULTIUSO 66CM BRANCO,undefined
1802217,SIFAO EXTENSIVO UNIV DUPLO,undefined
1802218,VALV 1603/2603 SEM LADRAO LAVAT,undefined
1802219,SABONETEIRA GIRATORIA VIDRO JSN,undefined
1802220,CH FEND 008-1/X06 AM TRAMONTINA 415,undefined
1802221,BOTA PVC PT/AM 16CM C/SOL AM,undefined
1802222,LUVA SEG SILVER LATEX AZ G,undefined
1802223,LUVA SEG AD LATEX AZ G-8 S-137,undefined
1802224,ROUPEIRO DE ACO CUSTOMIZADO COM 09 ,undefined
1802225,ROUPEIRO DE ACO CUSTOMIZADO COM 06 ,undefined
1802226,UNIAO GIRATORIA DUPLA,undefined
1802227,VENT PAREDE 60CM PT BV VENTSOL,undefined
1802228,PANO MULTI USO C/300 MTS AZUL,undefined
1802229,TOUCA DE REDE CAPILAR C/100 UN PRET,undefined
1802230,PANO MULT USO C/300 MTS LARANJA,undefined
1802231,CLIPS ACC 3/0 CX C/500 GRS GALV,undefined
1802232,P.TOALHA INTERF.SUPER BR 2D C/2400,undefined
1802233,DETERGENTE BRILUX C/500 ML NEUTRO,undefined
1802234,PAPEL HIG BIG C/08X300M NEUTRO,undefined
1802235,ROLAMENTOS 6316 MCS 80-170-39 NSK,undefined
1802236,RODIZIO EUROFER SL S/FREIO D50,undefined
1802237,TRANQUETA,undefined
1802238,PUX. IL950-160 (1190) CROMADO ,undefined
1802239,LUVA SEG A/TENS 02500V-10,5 CA2178,undefined
1802240,LUVA SEG VAQ CINTA PH 15CM RASP,undefined
1802241,LUVA SEG KEVLAR 20CM GRAFATEX,undefined
1802242,LUVA SEG MALHA 4F C/PIG G BCA 8132,undefined
1802243,SACA POLIA 2G 8566-1 ARTIC GEDORE,undefined
1802244,MICRO OLEO 300ML SPRAY WD40 THERON,undefined
1802245,PERFIL ALUM 25002 BRONZE,undefined
1802246,PERFIL ALUM 25312 BRONZE,undefined
1802247,PERFIL ALUM BG 001 BRONZE,undefined
1802248,PERFIL ALUM CG 003 BRONZE,undefined
1802249,DVD USB LG DP132 MP3/DIVX/CR,undefined
1802250,OLEO LUBRIFICANTE MS LUB SCHULZ,undefined
1802251,VALVULA DE SUCCAO 1,undefined
1802252,ABRACADEIRA LATAO LAVA AUTO 1/2,undefined
1802253,ESGUICHO 1/2 LUB-28C INOX/LATAO,undefined
1802254,CADEIRA GIRAT EXECUTIVO C BACK SIST,undefined
1802255,CADEIRA FIXA SECRETARIA INJET ANAT,undefined
1802256,CADEIRA GIRAT SIGMA,undefined
1802257,CADEIRA GIRATORIA SECRETARIA,undefined
1802258,AGUA SANITARIA 5L AGEX,undefined
1802259,INDICADOR DE RESTRICAO BULK,undefined
7898024052678,ADIT RADIADOR STP ANTIRUST AMARELO ,undefined
1802260,CONJ. LUBRIFIL 1/2 COM MANOMETRO,undefined
1802261,MANGUEIRA LAVA AUTO 1/2 1000PSI,undefined
1802262,VASELINA SOLIDA 870GR - WORKER,undefined
1802263,ABRACADEIRA NYLON 3,6 X 300MM PT,undefined
1802264,MODUL BAIXA+CALCO,undefined
1802265,LIGA MERCUR N18 AMARELA FINAC/1200,undefined
5011987863507,RIMULA R3 MULTI CH4 15W 40-20L (BALDE),undefined
1802266,CARNAUBA PLUS 500ML,undefined
1802267,DESENGRIPANTE BRIL-LUB 300ML/200G,undefined
1802268,ABRAC. (13X16) 1/2 X 5/8 9MM,undefined
1802269,LIMPA CONTATO ELETRICO 300 ML AEROS,undefined
1802270,BALDE MOPINHO ESPREMEDOR AZUL CERTE,undefined
7891342010726,FILTRO TECFIL PSL128,undefined
1802271,ADESIVOS GL 2,8KG/ONU 1133 CL3 R33,undefined
1802272,ALMOFADA CARIMBO PILOT N.2 09X06 AZ,undefined
1802273,ESPONJA D.FACE WISH MULTIUSO 100X70,undefined
1802274,FITA DUREX 3M TRANSP. 12 X 30 PEQ,undefined
1802275,FILTRO COMBUSTIVEL BULK REF P570248,undefined
1802276,INDICADOR DE REST BULK REF P573681,undefined
1901025,MOTOR ELETRICO TRIFASICO CORRENTE A,undefined
1802277,LAMP HAL CLASSIC 70W A ECO 220V E27,undefined
1802278,LUM MESA TLM 03 E-27 AZUL TASHIBA,undefined
1802279,KIT DE RECLAMACAO DO CONSUMIDOR,undefined
1802280,PLACA COD. DEFESA DO CONSUMIDOR,undefined
1802281,FONTE,undefined
1802282,FAIXA PROMOCIONAL FERRARI CIDADE,undefined
1802283,CARTAZ CROQUI FERRARI CIDADE,undefined
1802284,CARTAZ SHELL HELIX LUBES,undefined
1802285,TOBLERONE SHELL HELIX LUBES,undefined
1802286,IMPRESSO BROADSIDE FERRARI,undefined
1802287,GALHARDETE FERRARI CIDADE-BANNER,undefined
1802288,TOPO DE SENTINELA FERRARI CIDADE,undefined
1802289,PORTA FOLHETO FERRARI CIDADE,undefined
1802290,TOPO DE BOMBA FERRARI CIDADE,undefined
1802291,CARTAZ COLUNA FERRARI CIDADE,undefined
1802292,CRACHAS FERRARI CIDADE,undefined
1802293,FOLHETO FERRARI CIDADE,undefined
1802294,ARROZ KIKA BENEF. POLIDO LF TP 1KG,undefined
1802295,FARINHA AMARELA 1KG,undefined
1802296,OLEO SOJA CONCORDIA 20X900ML,undefined
1802297,PISTOLA BAIXA PRESSAO MOD 10 ESJOL,undefined
1802298,MOP UMIDO ALG. 190GR S/CABO REF MOP,undefined
1802299,LUVA DANNY NEOLATEX DUO G,undefined
1802300,TOALHA DE MICROFIBRA 40X40,undefined
1802301,WAVE SOUND WR50 ARANDELA REDONDA,undefined
1802302,LUVA NITRILICA VERDE TAM G TALGE,undefined
1802303,CORREIA PLANA 25X2,5 - DIR,undefined
1802304,PARAFUSO AUTO BROCANTE,undefined
1802305,PAPELAO FILTRANTE 7X7 4 FUROS,undefined
1802306,ADESIVO DE IDENTIFICACAO PRODUTO,undefined
1802307,BALDES P/ RODO PISTA,undefined
1802308,ALMOFADA CARIMBO RADEX 10X07 N.3 AZ,undefined
1802309,PAPEL REPORT BRANCO A-4 C/500FLS 75,undefined
1802310,MARCA TEXTO PILOT VERDE,undefined
1802311,COLHER DESC REF FORTE C/50 UN BRANC,undefined
1802312,FITA EMP.TRANSP. 3M - 45X45 - SCOTC,undefined
1802313,FITA EMP. CREPE 3M - 38X50 TARTAN,undefined
1802314,CALCULADORA MESA 12 DIG.PILHA,undefined
1802315,ESPONJA D.FACE BAKANINHA AM/VERDE,undefined
1802316,COPO 150ML C/100 UN TRANSPARENTE PP,undefined
1802317,COPO CAFE 50ML C/100 UN BRANCO - PP,undefined
1802318,PILHA ALCALINA ELGIN PEQ AA CART 2,undefined
1802319,TELHAS EM ALUMINIO TRAP 8 X 1,60,undefined
1802320,BOMBA REMOTA E123DARLA32 CHA 607236,undefined
1802321,BOMBA REMOTA E123DARLA32 CHA 607237,undefined
1802322,CHAPA GALVALUME TIPO CALHAS,undefined
1802323,MANTA ASFALTICA AUTOADESIVA ALUMI,undefined
1802324,BUJAO GALVANIZADO 4,undefined
1802325,TUBO METALFLEX 1.1/2 X 80X1.1/2 MG,undefined
1802326,TUBO METALFLEX 2X50X1.1/2 MG,undefined
1802327,TUBO METALFLEX 2 X 50 X2,undefined
1802328,TUBO METALFLEX 1 X 80 X 1 TOMBACK,undefined
1802329,NIPLE DUPLO GALVANIZADO 1,undefined
1901026,XRE 190; CHASSI: 9C2MD4100GR011463,undefined
1802330,INTERRUPTOR DE BAIXO,undefined
1802331,IWL280 PAYNET-IWL 280 GC,undefined
1802332,SACO P/LIXO 70X84 100L PRETO 100UN ,undefined
1901028,XRE-190; CHASSI: 9C2MD4100GR011463,undefined
1802333,TEE 1.1/2 BSP I-304,undefined
1802334,LUVA 1.1/2 BSP I-304 IMP,undefined
1802335,PLUG QUADRADO 1/2 BSP I-304 150 MP,undefined
1802336,TB.RED.I-304 SCH 40 1.1/2 (48.26X3.,undefined
1802337,NIPLE DUPLO SEXT BSP 1.1/2 304 MP,undefined
1802338,LUVA 1 BSP I-304 IMP,undefined
1802339,PLUG QUADRADO 2 BSP I-304 150 IMP,undefined
1802340,SUPORTE P/ SERRA COPO 13MM,undefined
1802341,PESCA P/ FIO PVS 20MTS,undefined
1802342,CAIXA PASSAGEM ALUM.WETZEL 20X20X10,undefined
1802343,LAMINA DE SERRA ACO RAP.STARRET,undefined
1802344,CONECTOR RETO FLEXOR C/ROSCA,undefined
1802345,ELETRODUTO FLEX.BLIND.SEALTUBO,undefined
1802346,TRINCHA ATLAS 319 2,undefined
1802347,BISC. CREAM CRACKER 20X400G COELHO,undefined
1802348,FITA ZEBRADA P/SINAL PTA/AMAR 100MT,undefined
1802349,GRAFITE CIS 0.7 PRETO HB BIGTREE TU,undefined
1802350,COLA BRANCA KOALA 90GRS,undefined
1802351,MARCADOR TECIDO ACRILPEN MARRON,undefined
1802352,AC.EL.AM60HD UC AMERICA 15M,undefined
1802353,IMP TERMICA MOD. FS700 MACH 2 DG GU,undefined
1802354,TERMISTOR SIMPLES PTC YD1-140 RESIS,undefined
1802355,ROLAMENTO NU 218 C3,undefined
1802356,ROLAMENTO 6218 C3,undefined
1802357,CADEIRA 4 PES SIGMA RHODES C BRACO,undefined
1802358,FONTE BIO PROX,undefined
1802359,FAIXA S-10 E ARLA,undefined
1802360,FAIXA SHELL EVOLUX ARLA 32 VAREJO,undefined
1802362,FOLHETO SHELL EVOLUX ARLA 32 VAREJO,undefined
1802363,FOLHETO SHELL EVOLUX ARLA 32 VAREJ,undefined
1802364,DISCO DE IDENTIFICACAO ,undefined
1802365,TECLADO BOTAO DISPENSER,undefined
1802366,REPARO VALVULA,undefined
1802367,PARAFUSO DA MANOPLA,undefined
0101008,SHELL EVOLUX ARLA 32 GRANEL,undefined
1802368,PASTA CATALOGO ACP PRETA 100 SACOS,undefined
1802369,ESPONJA D.FACE 3M TININDO,undefined
1802370,LONA PRETA 1X6 MTS 54KG,undefined
1802371,ARROZ BRANCO POLIDO ROZCATOTI 1KG,undefined
1802372,MACARRAO ESPAGUETE SOFIA COMUM,undefined
1802373,TRELICA TG8L LEVE SINOBRAS,undefined
1802374,CANTONEIRA 3/4 X 1/8 - 6M,undefined
1802375,SOLDA OK SERRALHEIRO 2.50MM,undefined
1802376,TELA PAINEL Q-196 6X2,45 (10X10 5MM,undefined
1802377,SHELL RIMULA R3 EXTRA 15W40 1X20,undefined
1802378,TERMINAL COMPRESS.INTELLI TM-16 16M,undefined
1802379,TERMINAL COMPRESS.INTELLI TM-25 25M,undefined
1802380,CABO FLEXIVEL 1KV INDUSCABO PT 16MM,undefined
1802381,TERM.PRE-ISOL PT-1908 16MM,undefined
1802382,DISJUNTOR TRIPOLAR EZC100N3100100A,undefined
1802383,UNID.CAPACITIVA TRIF.UCWT 25KVA S26,undefined
1802384,TECLADO LENOVO 00 LENOVO,undefined
1802385,BRITA 0 CARRADA 6MT CERAMPEDRAS,undefined
1802386,TUBO ESGOTO 50MM 6MT AMANCO,undefined
1802387,JOELHO 90 SOLDAVEL 25X1/2 AMANCO,undefined
1802388,MOUSE LENOVO 00 LENOVO,undefined
1802389,PC CI3 6100 4/500GB S510 LENOVO,undefined
1802390,CONT.P/CAPAC.45KVAR 380V/BOB.220V,undefined
7891342014649,FILTRO TECFIL PEL309,undefined
7891342013901,FILTRO TECFIL PEL677,undefined
1802391,BALAO INFLAVEL A AR FRIO MOD BOMBA ,undefined
1802392,PASTA AZ FRAMA OFICIO LARGA,undefined
1802393,PANO CHAO ALVEJADO SACO 35X60 BRANC,undefined
1802394,RODO PISO MADEIRA 50CM COM CABO,undefined
1802395,PA LIXO DIFRANCIS ZINCO CABO LONGO ,undefined
1802396,LIXEIRA REDONDA JSN 13 LTS PRETA,undefined
1802397,CAIXA CORRESP.COMUM WALEU CRISTAL,undefined
1802398,PORTA LAPIS X CLIPS X LEMB DELLO CR,undefined
1802399,PEN DRIVE 8GB USB 2.0 COR PRETO,undefined
1802400,PAPEL COPIMAX BRANCO A-4 C/500FLS,undefined
154879611,CHAVE SECC.TRIP.C/CARG.C/MOLA  15KV-400A,undefined
1802401,VASSOURA PELO DIFRANCIS SUPER 60CM,undefined
1802402,UPD F GCL I3 6G 3 7,4,500,DVD,LT,undefined
1802403,MONITOR 18 5 LED PHILIPS 193V5,undefined
1802404,NO BREAK APC BACK UPS 400VA AUT 115,undefined
1802405,MOUSE USB OPTICO GOLDENTEC,undefined
1802406,CAMISETA GOLA REDONDA MANGA LONGA,undefined
1802407,CALCA BOTAO JEANS MASCULINA,undefined
1802408,BATA ABERTA MANGA LONGA BRIM P,undefined
1802409,CER BIANC 44X44,undefined
1802410,ISOL.SIMP.CHAP.ENC. PK 007,undefined
1802411,ISOL.REF.P/MASTRO.2 DESCIDAS,undefined
1802412,BASE P/FIX MASTRO 2 PK-031/505,undefined
1802413,ELETRODUTO GALV.NBR5598 3.00X3MTS,undefined
1802414,CONECTOR SPLIT-BOLT CP-20 PF-50MM2,undefined
1802415,HASTE TERRA C/ROSCA PROLON 5/8X3MTS,undefined
1802416,LUVA P/ELET.GALV.NBR-5580,undefined
1802417,CURVA ELET.90.GALV.NBR-5580,undefined
1802418,CONJ.CONTRAV.3 TIRAS P/MASTRO,undefined
1802419,PARA-RAIOS TIPO FRANKLIN 2 DESC.,undefined
1802420,ISOLAD.PORC.C/PRENSA FIO E FURO,undefined
1802421,ADAPTADOR P/PARA-RAIO,undefined
1802422,MANTA EVA 770X80X2,7 VERMELHO 913N,undefined
1802423,MANTA EVA 770X80X2,7 CINZA 844N,undefined
1802424,NBR BACK UPS 1200VC BIV/1 15 AP,undefined
1802425,MOU OTI USB PRETO MAX,undefined
1802426,TEC USB PADRAO PR MAX,undefined
1802427,SWITCH TP LINK 8P 100 SF1008D,undefined
1802428,VALVULA SOLENOIDE,undefined
1802429,ESM.EUCATEX PEG E PINT ACET.BRANCO,undefined
1802430,MASSA PLASTICA EXTRA MACIA VELOFLEX,undefined
1802431,APLICADORES TIGRE 2171 02 PLAST,undefined
1802432,SOQ.C/RABICHO P/FLUOR.T8/T10 G13 2A,undefined
1802433,LAMPADA TUBO LED T8 120CM 6500K 20W,undefined
1802434,MARCA TEXTO PILOT AMARELO,undefined
1802435,CAIXA CORRESP.DELLOCOLOR DUPLA CRIS,undefined
1802436,FONTE DE ALIMENTACAO,undefined
1802437,TELHA ECO/ONDULINE 2,00X0,95 VERMEL,undefined
1802438,LIXEIRA PLAST AMAR 29CM 13L S/TAMPA,undefined
1802439,CANTONEIRA 1X1,8 - 6M,undefined
1802440,DOBRADICA 5/8,undefined
1802441,FERROLHO EMBUTIR,undefined
1802442,LUM LED HI T5 22W 120CM 6K KIAN,undefined
1802443,VALVULA RETENCAO DA EXPANSAO DIEC,undefined
1802444,GUARNICAO MEDIA GRUPO 56,50X72X50X8,undefined
1802445,CONJ.2 INT.SIMP.+TOM. 2P+T 10A 250V,undefined
1802446,CANALETA 20X12X2000(C/DIV.E ADES),undefined
1802447,OLEO MS LUB SCHULZ,undefined
1802448,ESTOPA MALHA DE COR,undefined
1802449,SERPENTINA INTERM.(MSV40MAX),undefined
1802450,VISOR NIVEL DO OLEO 3/4,undefined
1802451,ELEMENTO FILTRANTE,undefined
1802452,ROLAMENTO 6204,undefined
1802453,ROLAMENTO 6306 Z,undefined
1802454,ROLAMENTO AGULHA F90525,undefined
1802455,SOLVENTE,undefined
1802456,JOGO DE ANEIS ANTIGO 2,undefined
1802457,JOGO DE ANEIS 2,undefined
1802458,FITA TEFLON ROSCA 18MMX10MM,undefined
1802459,CORREIA A,undefined
1802460,JUNTA KIT,undefined
1802461,CHAPA GALVALU 0,50 TIPO TELHA ONDUL,undefined
7891342013109,FILTRO TECFIL PEL719,undefined
7891342013499,FILTRO TECFIL PEL727,undefined
1802462,FARINHA MAND. BCA GRANELLI TP1 1KG,undefined
1802463,FLOCOS DE MILHO MAINHA 500GR,undefined
1802464,TAMPA AVULSA P/SPILL DE DESCARGA SP,undefined
1802465,MANGUEIRA 15M VD C/SUP C/ENG TRAMON,undefined
1802466,TORN 1128 CR P/JARDIM CURTA 3/4,undefined
1802467,VALV P/TANQUE 1.1/4 C/ E S/ LAD BCA,undefined
1802468,TELHA CLASSIC VERMEL 2,00MX0,95M,undefined
1802469,MASCARA RESP QUEIXO SILIC PT/CZ MSA,undefined
1802470,PROTETOR SOLAR 01L UV FPS-30 NUTRIE,undefined
1802471,CAPACETE A/FRONT CZA C/CARN CA31469,undefined
1802472,CREME P/PELE 200GR LUVA QUIMICA GP3,undefined
1802473,LUVA SEG NITRIL VDE 46CM N-09 480 C,undefined
1802474,OCULOS SEG PRO-VISION INC CA-6942 C,undefined
1802475,OCULOS SEG RJ SPECTRA 2000 CZA C-73,undefined
1802476,CINTO POL PARAQ CG-700 CA10583 CARB,undefined
1802477,FILTRO P/MASC RESP GMC CONFIP UND,undefined
1802478,TALABARTE EM Y POL C/ABS CG-395 CAR,undefined
1802479,CONJ.3 INTER.SIMPLES S-19 10A 250V,undefined
1802480,VEDACIT ARMATEC OX. 7 BB 1L,undefined
1802481,ATLAS TRINCHA 395 1.1/2,undefined
1802482,TIGRE ROLO LA SINT. 1366-9,undefined
1802483,BUJOES 1/2,undefined
1802484,CABO PP 1KW 2 X 2,50MM,undefined
1802485,FITA VEDA ROSCA 18MM X 25MTS,undefined
1802486,BICO DE LIMPEZA MOD 08 ,undefined
1802487,OLEO DULUB VHP 100,undefined
1802488,MANGUEIRA ESPIRAL 08MM X 15 MTS,undefined
1802489,TOALHA DE MICROFIBRA 40X60,undefined
1802490,FAIXA PROMOCIONAL GANHE SEMPRE CIDA,undefined
1802491,GALHARDETE GANHE SEMPRE CIDADE,undefined
1802492,CARTA CROQUI GANHE SEMPRE CIDADE,undefined
1802493,LOJA WOBBLER RESGATE FACIL,undefined
1802494,PORTA FOLHETO GANHE SEMPRE CIDADE,undefined
1802495,TOPO DE BOMBA GANHE SEMPRE CIDADE,undefined
1802496,ADESIVO COLUNA CIDADE,undefined
1802497,ADESIVO ARMARIO CSU CIDADE,undefined
1802498,ADESIVO HSSE CIDADE,undefined
1802499,PISTA WOBBLER RESGATE FALCIL,undefined
1802500,TOPO DE BOMBA 5000 MILHAS CIDADE,undefined
1802501,ADESIVO A2 CIDADE,undefined
1802502,CARTAZ COLUNA GANHE SEMPRE CIDADE,undefined
1802503,CRACHAS GANHE SEMPRE CIDADE,undefined
1802504,FOLHETO GANHE SEMPRE CIDADE,undefined
1802505,GRAMPO TRIPLO PLASTICO C/50 BRANCO,undefined
1802506,PAPEL HIG BRANCO 30M X 4 RLS FLORAL,undefined
1802507,RODO PISO DUBLO PLAST 40CM C/CABO,undefined
1802508,SABAO PO INVICTO CX 500 GRS SUPERAÇ,undefined
1802509,PILHA ALCALINA SONY PALITO AAA C/2U,undefined
1802510,MOPINHO UMIDO REFIL C/ADAP 30CM AZ,undefined
1802511,CHAVEIRO METAL PERS SHELL HEL ,undefined
1802512,CHAVEIRO MET PERS SHELL  IX MOD COR,undefined
1802513,CHAVEIRO MET PERS SHELL IX MOD ESPO,undefined
1802514,ALICATE VOL/AMP DIG 1000V-1000A ET ,undefined
1802515,DESIFETANTE LAVANDA 5L AGEX,undefined
1802516,DESINFETANTE IMPERIAL 5L AGEX,undefined
1802517,ESCOVA P/LAVAR MULTIUSO C/ALCA ,undefined
1802518,LUVA SEG MULTTATO G PT 1003 CA32034,undefined
1802519,LUVA SEG MALHA NUTRIL 7027 T AZ M C,undefined
1802520,ALICATE UNIV 8 8280/200 IOX GED,undefined
1802521,DISCO CORTE 12,undefined
1802522,CALCA PROFISSIONAL MAS,undefined
1802523,CALCA PROFISSIONAL FEM,undefined
1802524,CALÇA PROSISSIONAL,undefined
1802525,CAMISA SOCIAL GRAFIL MCURTA,undefined
1802526,CANALETA HELADUCT 30 X 30MM,undefined
1802527,CABO SUPERAST 750V 4MM,undefined
1802528,TOMADA RED 20A PB S/PLACA,undefined
1802529,DETERGENTE LIQUIDO 5L NEUTRO,undefined
1802530,DETERGENTE LIQUIDO 5 L NEUTRO,undefined
1802531,GAS R 134A 0,750KG,undefined
1802532,COMP TECUMSEH TSB1390YGS 1/3HP,undefined
1802533,GALVITE 3,6LT ,undefined
1802534,CHIP DE DADOS CLARO ,undefined
1802535,KIT POS VX 520,undefined
1802536,MANGUEIRA TB BORRACHA 190X290 AFA,undefined
1802537,ABRACADEIRA ACO LAMP FLUOR 15W,undefined
1802538,REGADOR 10L,undefined
1802539,CHECK VALVULA,undefined
1802540,NIPLE 1 1/2,undefined
1802541,FITA CREPE 24X50 MASK ,undefined
1802542,MANGUEIRA PRETA 3/4X300PSI,undefined
1802543,ARQUIVO MORTO POLIONDA,undefined
1802544,PA LIXO COLETORA SUP C/TAMPA/ROD,undefined
1802545,FLANELA MEDIDA 39 X 59CM,undefined
1802546,GARFO 1302 P/ROLO 23CM TIGRE,undefined
1802547,ROLO 1376 23CM LA ANTI RESPI TIGRE,undefined
1802548,ROLO ESPUMA 9CM 406/9 COMP ATLAS,undefined
1802549,TRINCHA 419/4 = 1.1/2 ATLAS,undefined
1802550,HPLUS BCO GELO LTA HIDRACOR,undefined
1802551,CAMERA DE TV P/ SIST SEG,undefined
1802552,CHAPA GALVANIZADA 18 2 X 1.00,undefined
1802553,TERMOMETRO CONTATO 120MM INOX,undefined
1802554,TAMPA DO SPILL,undefined
1802555,CABO FLEXIVEL 750V COBREMACK BC 1,5,undefined
1802556,CABO FLEXIVEL 750V COPPERLINE AZ 4M,undefined
1802557,CANUDO FLEX SACH 6MM VERM 100UN,undefined
1802558,RODO LAVADOR ,undefined
1802559,FORTCRYL DEMARCACAO BRANCO GL 3,6,undefined
1802560,ROLO ATLAS 339 15 LA SINT RES,undefined
1802561,DOB 625506 3 FPP VAI E VEM UNIAO,undefined
1802562,ARGAM ACII 15KG REJUNTAMIX COLAMIX,undefined
1802563,CER 46X46 NEVE A CERBRAS ,undefined
1802564,REJUNTE CINZA FLEX REJUNTAMIX,undefined
1802565,LUVA 4 FIOS ALGODAO PIGMENTADA,undefined
1802566,LUVA LATEX AMARELA FLOCADO ,undefined
1802567,BOTA VAQ ELAST ,undefined
1802568,BOTA VAQ ELAST N 41,undefined
1802569,PLUG SILICONE 16DB,undefined
1802570,FITA ISOLANTE 33+19MMX103,undefined
1802571,CABO 2,5MM FLEX AZUL C/100MT,undefined
1802572,CABO 2,5MM FLEX VERMELHO C/100MT,undefined
1802573,BALDE PLASTICO 10L LUMAR,undefined
1802574,COLHER REFEIÇÃO BCA 50UN ,undefined
1802575,ALCOOL GEL GELALCOOL 500ML,undefined
1802576,MULTIUSO ORIG CAMP 550ML AZULIM,undefined
1802577,PAPEL TOALHA BOBINA 6X200,undefined
1802578,PAPEL HIGIENICO 8X300M BRANCO LORD,undefined
